Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
29500,1.41387,14.205128205128204,-0.65295446,-1.7638645802552884,-1.7638645802552884,1.0
30000,1.41387,12.414634146341463,-0.6755029,-1.8070371604657598,-1.8070371604657598,1.0
30500,1.41387,11.342857142857143,-0.58130544,-1.7670670416738306,-1.7670670416738306,1.0
31000,1.4128891,12.5,-0.6044551,-1.8091719413974456,-1.8091719413974456,1.0
31500,1.4099234,18.346153846153847,-0.7342147,-1.6593784764409065,-1.6593784764409065,1.0
32000,1.4099237,19.307692307692307,-0.59410644,-1.4931812449544668,-1.4931812449544668,1.0
32500,1.4099236,12.131578947368421,-0.85765004,-1.7691414051999648,-1.7691414051999648,1.0
33000,1.4099234,17.181818181818183,-0.73192036,-1.7653241407345324,-1.7653241407345324,1.0
33500,1.4099236,16.964285714285715,-0.70574313,-1.8796424547146107,-1.8796424547146107,1.0
34000,1.4099236,12.76923076923077,-0.74186814,-1.7600915839941036,-1.7600915839941036,1.0
34500,1.4099236,15.32,-0.6865016,-1.7634913955504696,-1.7634913955504696,1.0
35000,1.4099236,9.282051282051283,-0.8340781,-1.9131804633885623,-1.9131804633885623,1.0
35500,1.4099236,18.22222222222222,-0.75637794,-1.8825389801391534,-1.8825389801391534,1.0
36000,1.4099236,11.137931034482758,-0.6435274,-1.8386265286554893,-1.8386265286554893,1.0
36500,1.4099236,9.461538461538462,-0.75882155,-1.8112534541344525,-1.8112534541344525,1.0
37000,1.4099236,24.636363636363637,-0.6119596,-1.7116594016551971,-1.7116594016551971,1.0
37500,1.4099236,13.542857142857143,-0.8434145,-1.7901595660174887,-1.7901595660174887,1.0
38000,1.4099236,13.731707317073171,-0.6862729,-1.785673679251756,-1.785673679251756,1.0
38500,1.4099237,14.88888888888889,-0.7312284,-1.8825748151746289,-1.8825748151746289,1.0
39000,1.4099236,10.78048780487805,-0.75989324,-1.825363151775673,-1.825363151775673,1.0
39500,1.4099236,14.857142857142858,-0.8056383,-1.6598822582099173,-1.6598822582099173,1.0
40000,1.4099237,16.571428571428573,-0.6319916,-1.7648281455039978,-1.7648281455039978,1.0
40500,1.4099236,16.285714285714285,-0.64727676,-1.5861279314214534,-1.5861279314214534,1.0
41000,1.4095612,18.901960784313726,-0.8064203,-1.7666286780978695,-1.7666286780978695,1.0
41500,1.4072828,11.166666666666666,-0.8130415,-1.7819527862845241,-1.7819527862845241,1.0
42000,1.407283,16.0,-0.8416939,-1.6856067090605695,-1.6856067090605695,1.0
42500,1.407283,11.36,-0.80099946,-1.8244193141107206,-1.8244193141107206,1.0
43000,1.4072831,19.08695652173913,-0.94774985,-1.7739929511495258,-1.7739929511495258,1.0
43500,1.4072832,11.647058823529411,-0.9377808,-1.8470771833189896,-1.8470771833189896,1.0
44000,1.4072831,16.060606060606062,-0.8922711,-1.7203672211617231,-1.7203672211617231,1.0
44500,1.4072832,20.310344827586206,-0.9244835,-1.7863330124566952,-1.7863330124566952,1.0
45000,1.4072832,12.535714285714286,-0.8208304,-1.8029751865952104,-1.8029751865952104,1.0
45500,1.407283,16.56,-0.8499667,-1.8140499591827393,-1.8140499591827393,1.0
46000,1.4072832,15.642857142857142,-1.1292021,-1.8640128661846291,-1.8640128661846291,1.0
46500,1.407283,13.0625,-1.0479715,-1.8607236890084282,-1.8607236890084282,1.0
47000,1.407283,11.466666666666667,-1.0664426,-1.846601621798155,-1.846601621798155,1.0
47500,1.4072832,20.571428571428573,-0.86993384,-1.603601134341696,-1.603601134341696,1.0
48000,1.4072831,17.956521739130434,-0.6576019,-1.5830140973076872,-1.5830140973076872,1.0
48500,1.407283,18.925925925925927,-0.8191037,-1.5630789365220283,-1.5630789365220283,1.0
49000,1.4072832,19.466666666666665,-0.79663944,-1.6970499904959329,-1.6970499904959329,1.0
49500,1.4072831,10.741935483870968,-0.99882084,-1.7958537803497165,-1.7958537803497165,1.0
